; Zeus eventmsg.txt																	   
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"because [leader_name] is really pleased with you"
PHRASE_CONDENSED_building_project_oracle_prediction_S		"Seers predict that [city_name] will need [amount] [item] for a building project."
PHRASE_CONDENSED_building_project_initial_announcement_S		"[city_name] needs [amount] [item] for a building project."
PHRASE_CONDENSED_building_project_reminder_S 				"Six months left to send [city_name] [amount] [item] for building project."
PHRASE_CONDENSED_building_project_overdue_S 					"Deadline missed! Sending [city_name] [amount] [item] late better than never."
PHRASE_CONDENSED_building_project_warning_S 					"Six months left to send [city_name] [amount] [item]."
PHRASE_CONDENSED_building_project_early_reason_S	  			"since you sent [amount] [item] early"
PHRASE_CONDENSED_building_project_comply_reason_S  			"since you sent [amount] [item]"
PHRASE_CONDENSED_building_project_too_late_reason_S 	 		"since you sent [amount] [item] late"
PHRASE_CONDENSED_building_project_refuse_reason_S	 		"since you did not send [amount] [item]"
PHRASE_CONDENSED_building_project_no_reason_S				""

PHRASE_CONDENSED_building_project_title_D 					"N/A"
PHRASE_CONDENSED_building_project_oracle_prediction_D		"Seers predict that [city_name] will demand [amount] [item]."
PHRASE_CONDENSED_building_project_initial_announcement_D		"[city_name] demands [amount] [item] for building project."
PHRASE_CONDENSED_building_project_reminder_D 				"Six months left to send [city_name] [amount] [item]."
PHRASE_CONDENSED_building_project_overdue_D 					"Deadline missed! Sending [city_name] goods late better than never."
PHRASE_CONDENSED_building_project_warning_D 					"Six months left to send [city_name] [amount] [item]."
PHRASE_CONDENSED_building_project_early_reason_D	  			"since you sent [amount] [item] early"
PHRASE_CONDENSED_building_project_comply_reason_D  			"since you sent [amount] [item]"
PHRASE_CONDENSED_building_project_too_late_reason_D 	 		"since you sent [amount] [item] late"
PHRASE_CONDENSED_building_project_refuse_reason_D	 		"since you did not send [amount] [item]"
PHRASE_CONDENSED_building_project_no_reason_D				""

PHRASE_CONDENSED_building_project_title_P 					"N/A"
PHRASE_CONDENSED_building_project_oracle_prediction_P		"Seers predict that [city_name] will need goods for a building project."
PHRASE_CONDENSED_building_project_initial_announcement_P		"[city_name] hopes you send [amount] [item] for building project."
PHRASE_CONDENSED_building_project_reminder_P 				"Six months left to send [city_name] [amount] [item]."
PHRASE_CONDENSED_building_project_overdue_P 					"Deadline missed! Sending [city_name] goods late better than never."
PHRASE_CONDENSED_building_project_warning_P 					"Six months left to send [city_name] [amount] [item]."
PHRASE_CONDENSED_building_project_early_reason_P	  			"since you sent [amount] [item] early"
PHRASE_CONDENSED_building_project_comply_reason_P  			"since you sent [amount] [item] on time"
PHRASE_CONDENSED_building_project_too_late_reason_P 	 		"since you sent [amount] [item] late"
PHRASE_CONDENSED_building_project_refuse_reason_P	 		"since you did not send [amount] [item]"
PHRASE_CONDENSED_building_project_no_reason_P				""

PHRASE_CONDENSED_building_project_title_R 					"N/A"
PHRASE_CONDENSED_building_project_oracle_prediction_R		"Seers predict [city_name] will require goods for a building project."
PHRASE_CONDENSED_building_project_initial_announcement_R		"[city_name] requires [amount] [item] for a building project."
PHRASE_CONDENSED_building_project_reminder_R 				"Six months left to send [city_name] goods for a building project."
PHRASE_CONDENSED_building_project_overdue_R 					"Deadline missed! Sending [city_name] goods late better than never."
PHRASE_CONDENSED_building_project_warning_R 					"Six months left to send [city_name] [amount] [item]."
PHRASE_CONDENSED_building_project_early_reason_R	  			"since you sent [amount] [item] early"
PHRASE_CONDENSED_building_project_comply_reason_R  			"since you sent [amount] [item] on time"
PHRASE_CONDENSED_building_project_too_late_reason_R 	 		"since you sent [amount] [item] late"
PHRASE_CONDENSED_building_project_refuse_reason_R	 		"since you did not send [amount] [item]"
PHRASE_CONDENSED_building_project_no_reason_R				""

;******Great festival*********************************************************
PHRASE_great_festival_title_S 					"Festival at [city_name]"
PHRASE_great_festival_oracle_prediction_S		"Greetings, [player_name]. I am the seer from the oracle, and the gods have whispered into my ear this news: within a year's time, [leader_name], ruler of your ally, [city_name], will plan a great festival for [god], who will help the city through some troubles. [leader_name] will request [amount] [item] from your city so that the festival can be the most lavish one ever witnessed. If you send the items within the next year, [leader_name] will sing your praises!"
PHRASE_great_festival_initial_announcement_S	"Dear friend [player_name], I am turning to you to ask your help. I, [leader_name] of [city_name], am planning a festival for the great god [god], who has saved my city from disaster. I would like to show [god] just how thankful I am by throwing the biggest festival ever. With [amount] [item] from you, I am sure I can meet this goal. Please send the goods within [time_allotted] months."
PHRASE_great_festival_reminder_S 				"Greetings, [player_name]. Preparations for my festival to [god] at [city_name] are well underway, but I'm still waiting for a delivery of [amount] [item] from your city. Please send the items within the next six months so that [god] will know how grateful I, [leader_name], am for the help the deity has given in the past."
PHRASE_great_festival_overdue_S 				"I am so disappointed, [player_name]. I, [leader_name], managed to throw the festival for [god] in my city, [city_name], without your help. But now, my city is short the [amount] [item] that I had counted on you to send. Send the items now so that I can replenish my city's stock of the item, and maybe I won't be so disheartened."
PHRASE_great_festival_warning_S 				"I thought we were friends, [player_name]. My festival to [god] is long since over, but I would still appreciate you sending [amount] [item] to my city, [city_name], as a gesture of good will. Send the items within the next six months, or don't bother sending them at all."
PHRASE_great_festival_early_reason_S  		"because, by sending [amount] [item] early, my festival to [god] was a huge success,"
PHRASE_great_festival_comply_reason_S  		"because you sent [amount] [item]  in time for the great festival for [god],"
PHRASE_great_festival_too_late_reason_S 	"because you waited too long to send me the [amount] [item] needed for my great festival for [god],"
PHRASE_great_festival_refuse_reason_S 		"because you refused to send me [amount] [item] for the festival for [god], I was put into a bad mood. Therefore,"
PHRASE_great_festival_no_reason_S			""

PHRASE_great_festival_title_D 					"Festival at [city_name]"
PHRASE_great_festival_oracle_prediction_D		"Greetings, [player_name]. I, the priestess at the oracle, have seen the future! Within one year, your rival, [city_name], and its leader, [leader_name], will plan a festival for [god]. [leader_name] will insist that you send [amount] [item] to help them celebrate. If you send these items early, [leader_name] might be impressed with you."
PHRASE_great_festival_initial_announcement_D	"[player_name], you three-headed dog, give me [amount] [item] for my festival to [god] at [city_name] within [time_allotted] months. I, [leader_name], have spoken."
PHRASE_great_festival_reminder_D 				"Listen, [player_name], you six-headed snake, I wasn't joking when I told you to send me [amount] [item] for my great festival to [god] at [city_name]. Give me these items within six months, or I just might find some way to make your life miserable."
PHRASE_great_festival_overdue_D 				"Hey [player_name], you cheesehead! Where's my [amount] [item]? My festival to [god] at [city_name] has already started, and I haven't received the goods I demanded from you. If you know what's good for you, you'll send them now."
PHRASE_great_festival_warning_D 				"Unfathomable! How can you, [player_name], a minor little flea, ignore me, the great [leader_name] of [city_name]? If you don't send the [amount] [item] that I needed for my great festival for [god], it just might be curtains for you!"
PHRASE_great_festival_early_reason_D  		"because you anticipated my need for [amount] [item] for my great festival to [god],"
PHRASE_great_festival_comply_reason_D  		"because you complied with my  demand for [amount] [item] for my great festival to [god],"
PHRASE_great_festival_too_late_reason_D 	"because you waited too long to send me the [amount] [item] I wanted for my great festival to [god],"
PHRASE_great_festival_refuse_reason_D 		"because you refused my demand for [amount] [item] for my great festival to [god],"
PHRASE_great_festival_no_reason_D			""

PHRASE_great_festival_title_P 					"Festival at [city_name]"
PHRASE_great_festival_oracle_prediction_P		"I, the prescient priestess of the oracle, have this news for you: within a year's time, your subject, [city_name], will attempt to hold a great festival to [god]. [leader_name] will muddle the preparations and find that the city lacks [amount] [item]. If you send the item now, the festival can be held without a hitch, and [leader_name] will be extremely grateful."
